source,input_text,output_text,normalized_input,structured_text
gretelai/symptom_to_diagnosis,"I've been experiencing a lot of itching, which has been accompanied with a rash that appears to be growing worse over time. There are also certain areas of skin that are different colours from the rest, and I've spotted several lumps that resemble little nodes.",fungal infection,i ve been experiencing a lot of itching which has been accompanied with a rash that appears to be growing worse over time there are also certain areas of skin that are different colours from the rest and i ve spotted several lumps that resemble little nodes,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been experiencing a lot of itching, which has been accompanied with a rash that appears to be growing worse over time. There are also certain areas of skin that are different colours from the rest, and I've spotted several lumps that resemble little nodes.
POSSIBLE_CONDITION: fungal infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having headaches, chest pain, dizziness, and trouble concentrating. I'm also feeling off balance.",hypertension,i ve been having headaches chest pain dizziness and trouble concentrating i m also feeling off balance,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having headaches, chest pain, dizziness, and trouble concentrating. I'm also feeling off balance.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have noticed that my legs are swollen and the blood vessels are visible. I have swollen legs and I can see a stream of swollen veins on my calves.,varicose veins,i have noticed that my legs are swollen and the blood vessels are visible i have swollen legs and i can see a stream of swollen veins on my calves,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have noticed that my legs are swollen and the blood vessels are visible. I have swollen legs and I can see a stream of swollen veins on my calves.
POSSIBLE_CONDITION: varicose veins
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been itching a lot recently, and my skin is covered in rashy patches. There are also some areas where my skin doesn't look like its normal color, and I've had some painful lumps.",fungal infection,i ve been itching a lot recently and my skin is covered in rashy patches there are also some areas where my skin doesn t look like its normal color and i ve had some painful lumps,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been itching a lot recently, and my skin is covered in rashy patches. There are also some areas where my skin doesn't look like its normal color, and I've had some painful lumps.
POSSIBLE_CONDITION: fungal infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having a lot of pain in my neck and back, and my arms and legs are numb. I've also been having problems with my balance and vertigo.",cervical spondylosis,i ve been having a lot of pain in my neck and back and my arms and legs are numb i ve also been having problems with my balance and vertigo,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a lot of pain in my neck and back, and my arms and legs are numb. I've also been having problems with my balance and vertigo.
POSSIBLE_CONDITION: cervical spondylosis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have some red and inflamed skin on my legs. I think I can see some of the swollen blood vessels. I'm really worried about it.,varicose veins,i have some red and inflamed skin on my legs i think i can see some of the swollen blood vessels i m really worried about it,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have some red and inflamed skin on my legs. I think I can see some of the swollen blood vessels. I'm really worried about it.
POSSIBLE_CONDITION: varicose veins
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I'm having trouble breathing and I'm sweating a lot. I have a lot of mucous in my throat and I feel sick. My chest hurts and my heart is racing. I'm coughing up red mucus.,pneumonia,i m having trouble breathing and i m sweating a lot i have a lot of mucous in my throat and i feel sick my chest hurts and my heart is racing i m coughing up red mucus,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I'm having trouble breathing and I'm sweating a lot. I have a lot of mucous in my throat and I feel sick. My chest hurts and my heart is racing. I'm coughing up red mucus.
POSSIBLE_CONDITION: pneumonia
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really sick. I've had a fever, I've been losing weight, and I've been feeling really tired. My skin and my urine have turned yellow, and I've been having stomach pain.",jaundice,i ve been feeling really sick i ve had a fever i ve been losing weight and i ve been feeling really tired my skin and my urine have turned yellow and i ve been having stomach pain,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really sick. I've had a fever, I've been losing weight, and I've been feeling really tired. My skin and my urine have turned yellow, and I've been having stomach pain.
POSSIBLE_CONDITION: jaundice
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been feeling really sick. I've been throwing up and I'm itchy. I've also lost a lot of weight and I'm exhausted. My skin has turned yellow and my fever is high. I also have stomach ache and my urine is dark.,jaundice,i ve been feeling really sick i ve been throwing up and i m itchy i ve also lost a lot of weight and i m exhausted my skin has turned yellow and my fever is high i also have stomach ache and my urine is dark,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really sick. I've been throwing up and I'm itchy. I've also lost a lot of weight and I'm exhausted. My skin has turned yellow and my fever is high. I also have stomach ache and my urine is dark.
POSSIBLE_CONDITION: jaundice
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a feeling of food or acid backing up into my throat. I have chest pain which gets worse if I lie down. I get frequent heartburn or indigestion, after eating food and vomit it out",gastroesophageal reflux disease,i have a feeling of food or acid backing up into my throat i have chest pain which gets worse if i lie down i get frequent heartburn or indigestion after eating food and vomit it out,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a feeling of food or acid backing up into my throat. I have chest pain which gets worse if I lie down. I get frequent heartburn or indigestion, after eating food and vomit it out
POSSIBLE_CONDITION: gastroesophageal reflux disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having headaches and chest pain for a few days now, and today I also started to feel dizzy and lightheaded.",hypertension,i ve been having headaches and chest pain for a few days now and today i also started to feel dizzy and lightheaded,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having headaches and chest pain for a few days now, and today I also started to feel dizzy and lightheaded.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been experiencing muscle weakness and stiffness in my neck, as well as swelling in my joints. This makes it difficult for me to walk around without feeling stiff and uncomfortable.",arthritis,i have been experiencing muscle weakness and stiffness in my neck as well as swelling in my joints this makes it difficult for me to walk around without feeling stiff and uncomfortable,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been experiencing muscle weakness and stiffness in my neck, as well as swelling in my joints. This makes it difficult for me to walk around without feeling stiff and uncomfortable.
POSSIBLE_CONDITION: arthritis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been having a high fever for the past few days. It is especially bad at night. I also have a mild headache and have been constipated and having diarrhea.,typhoid,i have been having a high fever for the past few days it is especially bad at night i also have a mild headache and have been constipated and having diarrhea,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having a high fever for the past few days. It is especially bad at night. I also have a mild headache and have been constipated and having diarrhea.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been feeling very sick. I have been vomiting, I have no energy, and I have lost weight. My skin is yellow and my urine is dark. I have also been having abdominal pain.",jaundice,i have been feeling very sick i have been vomiting i have no energy and i have lost weight my skin is yellow and my urine is dark i have also been having abdominal pain,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been feeling very sick. I have been vomiting, I have no energy, and I have lost weight. My skin is yellow and my urine is dark. I have also been having abdominal pain.
POSSIBLE_CONDITION: jaundice
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been having pain in my joints and I have noticed that my skin is peeling in different places. I am worried that something is wrong with me.,psoriasis,i have been having pain in my joints and i have noticed that my skin is peeling in different places i am worried that something is wrong with me,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having pain in my joints and I have noticed that my skin is peeling in different places. I am worried that something is wrong with me.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been having a fever for a few days and now I have sores near my nose. The sores are painful and I feel uncomfortable.,impetigo,i have been having a fever for a few days and now i have sores near my nose the sores are painful and i feel uncomfortable,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having a fever for a few days and now I have sores near my nose. The sores are painful and I feel uncomfortable.
POSSIBLE_CONDITION: impetigo
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have hair loss and there is a significant change in the texture of my hair. I have dry and itchy sclap and increased dandruff. My skin is also getting very dry. I think it might be because of the medication I'm taking,drug reaction,i have hair loss and there is a significant change in the texture of my hair i have dry and itchy sclap and increased dandruff my skin is also getting very dry i think it might be because of the medication i m taking,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have hair loss and there is a significant change in the texture of my hair. I have dry and itchy sclap and increased dandruff. My skin is also getting very dry. I think it might be because of the medication I'm taking
POSSIBLE_CONDITION: drug reaction
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been feeling really tired and I have a fever. I have a rash on my face and it is very itchy. I can't sleep because of the rash.,impetigo,i have been feeling really tired and i have a fever i have a rash on my face and it is very itchy i can t sleep because of the rash,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been feeling really tired and I have a fever. I have a rash on my face and it is very itchy. I can't sleep because of the rash.
POSSIBLE_CONDITION: impetigo
SOURCE: gretelai/symptom_to_diagnosis"
